Well no,Dia,Dev(deg),LiquidFlowrate,Gasflowrate,Area (m2),z,GasDens,Condesnate Presence,Water presence,LiquidDens,GasVis,LiqVis,g (m/s2),Test Vg,P/T,Test status,Vsg,Vsl,Rel,Reg,film thickness,"d(0,90)","d(15,90)","d(30,90)","d(45,90)","d(60,90)","d(90,90)","d(120,90)","d(150,90)","d(180,90)","d(210,90)","d(270,90)","d(360,90)",friction_factor,critical_film_thickness
105,0.0660146,90,2225.818,14158.4235,0.009679389,0.300084456,39.97985498,0,1,1000.0,2.5e-05,0.015,9.81,0.293054525,0.005991313,Loaded,16.92974562640266,2.661492118149194,11713.155838851455,1787276.0456631258,0.0003312052803985016,-0.0001656026401992508,-0.00014867432081183625,-9.904299964047427e-05,-2.0090969203357025e-05,8.280132009962544e-05,0.0003312052803985016,0.0005796092406973779,0.0007614535604374775,0.000828013200996254,0.0007614535604374775,0.00033120528039850167,-0.0001656026401992508,0.023991039104616814,0.000828013200996254
106,0.1876044,90,9125.8538,162538.7018,0.027645983,0.71103712,39.97929519,1,0,779.2669289,2.5e-05,0.015,9.81,2.480861338,0.006740227,Loaded,68.04688169826338,3.8205417358898046,37235.99427966786,20414858.443865944,7.128159911614279e-05,-3.5640799558071394e-05,-3.199750717205673e-05,-2.1315914369294278e-05,-4.323954047125588e-06,1.7820399779035704e-05,7.128159911614279e-05,0.00012474279845324987,0.00016387911260157986,0.00017820399779035697,0.00016387911260157986,7.12815991161428e-05,-3.5640799558071394e-05,0.006418560030603001,0.00017820399779035697
107,0.050673,90,1193.356422,11808.1252,0.002016969,0.060310359,39.97873539,0,1,1000.0,2.5e-05,0.015,9.81,0.165009771,0.008559018,Near L.U,67.75872165848857,6.847853005290613,23133.41702247275,5490739.810554301,0.00017232633632498673,-8.616316816249337e-05,-7.735535188413432e-05,-5.153214117282269e-05,-1.0453345163660974e-05,4.30815840812467e-05,0.00017232633632498673,0.0003015710885687268,0.00039618481382279615,0.0004308158408124668,0.00039618481382279615,0.00017232633632498676,-8.616316816249337e-05,0.017785967832529087,0.0004308158408124668
108,0.1876044,90,6184.5943,110152.5348,0.027645983,0.824747285,39.9781756,1,0,779.2669289,2.5e-05,0.015,9.81,1.455683381,0.009029764,Loaded,46.11539541839406,2.5891824656117315,25234.84629754494,13834769.232003707,8.967640701746e-05,-4.483820350873e-05,-4.025472930300229e-05,-2.68166628783902e-05,-5.439786254276307e-06,2.241910175436501e-05,8.967640701746e-05,0.000156933712280555,0.00020616947691331022,0.00022419101754365,0.00020616947691331022,8.967640701746002e-05,-4.483820350873e-05,0.006787297482762851,0.00022419101754365
109,0.050673,90,794.0764702,12516.04637,0.002016969,0.500712296,39.97761581,1,0,734.7373901,2.5e-05,0.015,9.81,1.29074276,0.009628896,Near L.U,71.8209951101777,4.5566595550525575,11310.03843713268,5819757.868680555,0.00014495497030460498,-7.247748515230249e-05,-6.506865389466942e-05,-4.3347059728305286e-05,-8.79299339901625e-06,3.623874257615126e-05,0.00014495497030460498,0.0002536711980330587,0.0003332570003375153,0.00036238742576151246,0.0003332570003375153,0.000144954970304605,-7.247748515230249e-05,0.015751990971792373,0.00036238742576151246
110,0.1876044,90,4419.8386,78720.83466,0.027645983,16.81386935,39.97705602,1,0,779.2669289,2.5e-05,0.015,9.81,19.49883471,0.009821474,Loaded,32.9565036755915,1.8503669034448877,18034.15750827119,9886781.849145964,0.00010933898763117773,-5.4669493815588865e-05,-4.908104032870563e-05,-3.269652373783093e-05,-6.63252177193901e-06,2.7334746907794446e-05,0.00010933898763117773,0.00019134322835456102,0.0002513744990001864,0.0002733474690779443,0.0002513744990001864,0.00010933898763117776,-5.4669493815588865e-05,0.007181931365017884,0.0002733474690779443
111,0.1876044,90,2604.20706,46382.99539,0.027645983,2.438500386,39.97649622,1,0,779.2669289,2.5e-05,0.015,9.81,1.580157014,0.010356412,Loaded,19.418256483911605,1.0902521539002612,10625.8812944418,5825295.646587153,0.00014939043288859956,-7.469521644429978e-05,-6.705968310280365e-05,-4.467343205722272e-05,-9.062049321284331e-06,3.7347608222149905e-05,0.00014939043288859956,0.0002614332575550492,0.0003434542978344219,0.0003734760822214989,0.0003434542978344219,0.0001493904328885996,-7.469521644429978e-05,0.007987616770376264,0.0003734760822214989
112,0.0660146,90,890.3272,11326.7388,0.009679389,2.101674751,39.97593643,1,0,779.2669289,2.5e-05,0.015,9.81,0.919493053,0.010698773,Loaded,13.543796501122126,1.0645968472596774,3651.06999130755,1429680.6953408488,0.0003398988585183775,-0.00016994942925918874,-0.00015257677013523488,-0.000101642710772994,-2.0618323145489992e-05,8.497471462959441e-05,0.0003398988585183775,0.0005948230024071606,0.0007814404278097489,0.0008497471462959437,0.0007814404278097489,0.00033989885851837753,-0.00016994942925918874,0.024537005435456557,0.0008497471462959437
113,0.0425958,90,635.948,22653.4776,0.005462039,1.091956518,39.97537664,0,1,1000.0,2.5e-05,0.015,9.81,1.69321244,0.010698773,Loaded,48.00246752950684,1.3475667515372924,3826.7122556754807,3269511.7114081406,0.0002400670300915245,-0.00012003351504576225,-0.00010776338651735315,-7.178918991399074e-05,-1.4562507284023433e-05,6.001675752288115e-05,0.0002400670300915245,0.0004201173026601679,0.0005519232500970397,0.0006001675752288112,0.0005519232500970397,0.00024006703009152455,-0.00012003351504576225,0.02624036813128959,0.0006001675752288112
114,0.050673,90,2377.173624,20161.59506,0.002016969,0.399990147,39.97481684,1,1,849.5722877,2.5e-05,0.015,9.81,1.384131054,0.011554675,Near L.U,115.69354869828938,13.640966977765155,39149.917645942405,9374157.218601136,0.00011587546961158791,-5.7937734805793955e-05,-5.2015193485222414e-05,-3.46511809270424e-05,-7.029025891706399e-06,2.896886740289699e-05,0.00011587546961158791,0.00020278207182027885,0.0002664021201502182,0.00028968867402896976,0.0002664021201502182,0.00011587546961158794,-5.7937734805793955e-05,0.013583746072958647,0.00028968867402896976
115,0.0620014,90,12110.32597,45505.17313,0.003019597,0.443906382,39.97425705,1,1,872.2663689,2.5e-05,0.015,9.81,2.265479387,0.011811445,Near L.U,174.41959102708742,46.418417019483066,167359.23845741714,17291678.49279592,8.045161427776368e-05,-4.022580713888184e-05,-3.611382371854376e-05,-2.4058098332251625e-05,-4.8802087420530785e-06,2.011290356944093e-05,8.045161427776368e-05,0.00014079032498608645,0.000184961326887779,0.0002011290356944092,0.000184961326887779,8.04516142777637e-05,-4.022580713888184e-05,0.009863339718916444,0.0002011290356944092
116,0.0990854,90,2392.75435,121762.4421,0.017102346,1.511076221,39.97369726,0,1,1000.0,2.5e-05,0.015,9.81,3.047166006,0.01412238,Loaded,82.40264258864838,1.619294735757305,10696.564440693792,13055247.714712653,0.0001068245340755357,-5.341226703776785e-05,-4.7952330441749136e-05,-3.19446063097398e-05,-6.479994587321382e-06,2.670613351888394e-05,0.0001068245340755357,0.00018694293463218748,0.0002455936744608112,0.0002670613351888393,0.0002455936744608112,0.00010682453407553573,-5.341226703776785e-05,0.009040815687207174,0.0002670613351888393
117,0.0620014,90,15113.495,37180.02011,0.003019597,0.269165429,39.97313746,1,1,894.7169653,2.5e-05,0.015,9.81,0.880041745,0.015063872,Loaded,142.5095973910227,57.929449237762526,214237.40974020885,14127777.207304554,9.097860924114303e-05,-4.5489304620571515e-05,-4.0839273217679e-05,-2.7206070964568304e-05,-5.518778064856984e-06,2.2744652310285768e-05,9.097860924114303e-05,0.0001592125661720003,0.00020916328944685437,0.00022744652310285757,0.00020916328944685437,9.097860924114304e-05,-4.5489304620571515e-05,0.010501930267573654,0.00022744652310285757
118,0.0620014,90,739.28955,21945.55643,0.003019597,0.147718167,39.97257767,1,0,724.2035207,2.5e-05,0.015,9.81,0.276814945,0.015513221,Near L.U,84.11647982191664,2.8336686159444455,8482.423058671691,8338822.548802494,0.00011792060862192132,-5.896030431096066e-05,-5.293323335753746e-05,-3.5262755422537935e-05,-7.153084375386837e-06,2.9480152155480343e-05,0.00011792060862192132,0.0002063610650883623,0.00027110397266638057,0.0002948015215548033,0.00027110397266638057,0.00011792060862192134,-5.896030431096066e-05,0.012139601449921648,0.0002948015215548033
119,0.0620014,90,18081.01916,35311.10821,0.003019597,0.17656701,39.97201788,1,1,878.0684863,2.5e-05,0.015,9.81,0.507872093,0.016262135,Loaded,135.346129441293,69.30385603040406,251533.61176171232,13417246.570162809,9.252235305080913e-05,-4.626117652540457e-05,-4.153224243040844e-05,-2.7667709189060922e-05,-5.612421829535366e-06,2.3130588262702294e-05,9.252235305080913e-05,0.000161914117838916,0.0002127124152906792,0.00023130588262702283,0.0002127124152906792,9.252235305080916e-05,-4.626117652540457e-05,0.010595782496339044,0.00023130588262702283
120,0.0620014,90,11426.07772,38397.64453,0.003019597,0.18280782,39.97145808,1,1,878.4806969,2.5e-05,0.015,9.81,0.528657707,0.017588783,Loaded,147.1767052988263,43.79571960472872,159028.19390047563,14589840.85596763,8.904168850905621e-05,-4.4520844254528104e-05,-3.996981131186973e-05,-2.6626857857999215e-05,-5.4012841205247e-06,2.2260422127264062e-05,8.904168850905621e-05,0.00015582295489084837,0.00020471023487611163,0.0002226042212726405,0.00020471023487611163,8.904168850905622e-05,-4.4520844254528104e-05,0.010384424066039233,0.0002226042212726405
121,0.0620014,90,10829.16102,38652.49616,0.003019597,0.945285994,39.97089829,1,1,873.8318195,2.5e-05,0.015,9.81,2.052608895,0.023580095,Loaded,148.15354186530192,41.50776068643598,149922.70039005298,14686470.402427653,8.857726312007575e-05,-4.4288631560037876e-05,-3.9761335984449336e-05,-2.6487976969450356e-05,-5.373111996650235e-06,2.2144315780018948e-05,8.857726312007575e-05,0.00015501021046013258,0.00020364250320960186,0.00022144315780018938,0.00020364250320960186,8.857726312007577e-05,-4.4288631560037876e-05,0.010356258482808012,0.00022144315780018938
122,0.0840486,90,9027.901909,156110.7775,0.015191143,4.496578725,39.9703385,1,0,712.5287033,2.5e-05,0.015,9.81,7.733346675,0.023901059,Unloaded,118.93944641196519,6.878280106688878,27461.32237927533,15982849.651610436,7.885250733023709e-05,-3.9426253665118545e-05,-3.539600261664903e-05,-2.3579904419888888e-05,-4.783206639921809e-06,1.9713126832559282e-05,7.885250733023709e-05,0.0001379918878279149,0.00018128491908036307,0.00019713126832559272,0.00018128491908036307,7.88525073302371e-05,-3.9426253665118545e-05,0.008514517832762395,0.00019713126832559272
123,0.0840486,90,7930.732622,137138.49,0.015191143,1.790146006,39.9697787,1,0,712.5287033,2.5e-05,0.015,9.81,2.551535877,0.025334694,Loaded,104.48462523590226,6.042356349816996,24123.92241650989,14040242.476022629,8.511838885619206e-05,-4.255919442809603e-05,-3.820868627627525e-05,-2.545364176180483e-05,-5.163296089638247e-06,2.1279597214048025e-05,8.511838885619206e-05,0.0001489571804983361,0.00019569041947418894,0.00021279597214048015,0.00019569041947418894,8.511838885619207e-05,-4.255919442809603e-05,0.008794964372480512,0.00021279597214048015
124,0.0840486,90,7272.43105,125755.1175,0.015191143,1.827215087,39.96921891,1,0,712.5287033,2.5e-05,0.015,9.81,2.271179988,0.026639945,Loaded,95.8117325302645,5.540802095846244,22121.482439458992,12874632.162236039,8.95846875720392e-05,-4.47923437860196e-05,-4.0213557476765796e-05,-2.6789235269177848e-05,-5.43422253696153e-06,2.239617189300981e-05,8.95846875720392e-05,0.0001567732032510686,0.00020595861041325625,0.000223961718930098,0.00020595861041325625,8.958468757203921e-05,-4.47923437860196e-05,0.008994936833230882,0.000223961718930098
125,0.050673,90,424.2568095,83959.45136,0.002016969,0.217209299,39.96865912,1,0,698.4540622,2.5e-05,0.015,9.81,1.356521732,0.026661342,Unloaded,481.78563480184386,2.434518484494804,5744.288999702783,39031031.903321214,4.842406672775863e-05,-2.4212033363879315e-05,-2.1737018271672226e-05,-1.4480641183429024e-05,-2.9374122059833732e-06,1.2106016681939662e-05,4.842406672775863e-05,8.47421167735776e-05,0.00011132877463894628,0.00012106016681939658,0.00011132877463894628,4.842406672775864e-05,-2.4212033363879315e-05,0.008577676884143303,0.00012106016681939658
126,0.050673,90,353.8573659,70027.56263,0.002016969,0.261205332,39.96809932,1,0,698.4540622,2.5e-05,0.015,9.81,1.145476343,0.031668368,Unloaded,401.84009267352155,2.0305444223121922,4791.105125215846,32553925.794525646,5.389644385510395e-05,-2.6948221927551975e-05,-2.4193506742071546e-05,-1.611709047313864e-05,-3.2693675425721057e-06,1.3474110963775994e-05,5.389644385510395e-05,9.431877674643192e-05,0.00012390997818334653,0.00013474110963775988,0.00012390997818334653,5.3896443855103964e-05,-2.6948221927551975e-05,0.008983191562328447,0.00013474110963775988
127,0.04445,90,3351.366467,127001.0588,0.001551992,0.198540401,39.96753953,1,1,799.3044686,2.5e-05,0.015,9.81,2.012674247,0.032288897,Unloaded,947.1120047984784,24.992857881392432,59198.222520163436,67303943.48121268,3.624213040585507e-05,-1.8121065202927535e-05,-1.626868423227252e-05,-1.0837778022253309e-05,-2.1984538560858575e-06,9.06053260146377e-06,3.624213040585507e-05,6.342372821024637e-05,8.332203883396344e-05,9.060532601463768e-05,8.332203883396344e-05,3.6242130405855076e-05,-1.8121065202927535e-05,0.008050842566193928,9.060532601463768e-05
128,0.1005332,90,8643.328255,117514.9151,0.007938986,0.680581802,39.96697974,1,0,719.7809038,2.5e-05,0.015,9.81,1.238969875,0.03252427,Unloaded,171.32132836200995,12.600838598703916,60788.02265375671,27534821.236258093,5.7211168140895465e-05,-2.8605584070447733e-05,-2.5681449148290446e-05,-1.710831934440215e-05,-3.470439287150965e-06,1.4302792035223873e-05,5.7211168140895465e-05,0.00010011954424656707,0.00013153065562619308,0.00014302792035223867,0.00013153065562619308,5.721116814089548e-05,-2.8605584070447733e-05,0.00712789641157869,0.00014302792035223867
129,0.1005332,90,7395.773165,100553.1237,0.007938986,1.495733181,39.96641994,1,0,719.7809038,2.5e-05,0.015,9.81,2.284804302,0.033166196,Questionable,146.59326187296466,10.782066955617505,52014.040590902674,23560188.11168888,6.27232863143866e-05,-3.13616431571933e-05,-2.8155776926797935e-05,-1.8756652721268817e-05,-3.804805322425613e-06,1.5680821578596658e-05,6.27232863143866e-05,0.00010976575105017656,0.00014420322535004201,0.0001568082157859665,0.00014420322535004201,6.272328631438662e-05,-3.13616431571933e-05,0.007333886072701157,0.0001568082157859665
130,0.04445,90,3014.870481,124877.2953,0.001551992,0.197811685,39.96586015,1,1,819.285892,2.5e-05,0.015,9.81,1.889127901,0.033701135,Unloaded,931.2740115942609,22.483434803203885,54585.66957950812,66175678.76367875,3.710855660757242e-05,-1.855427830378621e-05,-1.6657613197773665e-05,-1.1096872472323488e-05,-2.25101141831657e-06,9.277139151893109e-06,3.710855660757242e-05,6.493997406325174e-05,8.531398568746833e-05,9.277139151893106e-05,8.531398568746833e-05,3.710855660757243e-05,-1.855427830378621e-05,0.008123971024462417,9.277139151893106e-05
131,0.1005332,90,6266.933667,85205.39262,0.007938986,1.507511726,39.96530036,1,0,719.7809038,2.5e-05,0.015,9.81,1.902224049,0.034022098,Loaded,124.218283567181,9.136367070285552,44074.978350939266,19963565.223228704,6.916392453054357e-05,-3.4581962265271784e-05,-3.1046906896796525e-05,-2.0682648972777088e-05,-4.195495542989377e-06,1.72909811326359e-05,6.916392453054357e-05,0.00012103686792845125,0.00015901049803386421,0.00017290981132635891,0.00015901049803386421,6.916392453054358e-05,-3.4581962265271784e-05,0.0075746527147686205,0.00017290981132635891
132,0.0427736,90,27265.33248,181879.1083,0.009117786,1.149836764,39.96474056,1,0,719.7809038,2.5e-05,0.015,9.81,2.679820153,0.034236073,Unloaded,230.87499525259756,34.610261539755385,71037.8397694647,15786639.536041798,7.831542534727922e-05,-3.915771267363961e-05,-3.5154912562346574e-05,-2.3419296441112103e-05,-4.7506271545757375e-06,1.9578856336819815e-05,7.831542534727922e-05,0.00013705199435773863,0.00018005014713567055,0.00019578856336819806,0.00018005014713567055,7.831542534727923e-05,-3.915771267363961e-05,0.011866094973887598,0.00019578856336819806
133,0.050673,90,38180.71215,125698.4838,0.002016969,0.173717455,39.96418077,1,0,696.0479705,2.5e-05,0.015,9.81,1.204650341,0.035947877,Unloaded,721.2972789870347,219.0928876071472,515172.6615348094,58428107.08915761,3.510841362555524e-05,-1.755420681277762e-05,-1.5759771535889006e-05,-1.0498753503898608e-05,-2.1296824014432033e-06,8.777103406388813e-06,3.510841362555524e-05,6.143972384472166e-05,8.071558075500908e-05,8.77710340638881e-05,8.071558075500908e-05,3.5108413625555244e-05,-1.755420681277762e-05,0.0075914379747559395,8.77710340638881e-05
134,0.050673,90,244.9671696,48478.44206,0.002016969,15.17273926,39.96362098,1,0,698.4540622,2.5e-05,0.015,9.81,39.24728526,0.037167537,Unloaded,278.18448791351784,1.40569836271673,3316.769904718774,22533795.499039702,6.696489496783586e-05,-3.348244748391793e-05,-3.0059787288415434e-05,-2.0025055338018004e-05,-4.062102031966622e-06,1.6741223741958972e-05,6.696489496783586e-05,0.00011718856619371275,0.00015395484527368973,0.00016741223741958966,0.00015395484527368973,6.696489496783587e-05,-3.348244748391793e-05,0.009952012511198862,0.00016741223741958966
135,0.050673,90,3610.165505,83506.3818,0.002016969,4.213685446,39.96306118,1,0,751.524695,2.5e-05,0.015,9.81,18.47710218,0.037766668,Unloaded,479.1857797284936,20.716260663832713,52594.45758535607,38814972.01236168,4.8209700771170624e-05,-2.4104850385585312e-05,-2.1640791807641958e-05,-1.4416537593849381e-05,-2.924408730232999e-06,1.2052425192792661e-05,4.8209700771170624e-05,8.43669763495486e-05,0.00011083593913619063,0.00012052425192792656,0.00011083593913619063,4.820970077117064e-05,-2.4104850385585312e-05,0.008561814757115484,0.00012052425192792656
136,0.050673,90,29760.14058,97976.29062,0.002016969,3.764445804,39.96250139,1,0,696.0479705,2.5e-05,0.015,9.81,19.16125644,0.038173222,Unloaded,562.2186496846904,170.7730099336777,401553.82042156806,45540156.64230789,4.066999054163822e-05,-2.033499527081911e-05,-1.8256300787012518e-05,-1.2161876929459093e-05,-2.4670486125394867e-06,1.016749763540956e-05,4.066999054163822e-05,7.117248344786689e-05,9.350185801273554e-05,0.00010167497635409556,9.350185801273554e-05,4.066999054163823e-05,-2.033499527081911e-05,0.008003394785132494,0.00010167497635409556
137,0.0427736,90,21216.27459,141527.6013,0.009117786,14.30593551,39.9619416,1,0,719.7809038,2.5e-05,0.015,9.81,22.8333774,0.038900738,Questionable,179.65331248684717,26.93166543990614,55277.459606807824,12283372.015608218,9.081455158945583e-05,-4.540727579472792e-05,-4.0765629585218696e-05,-2.7157011475186003e-05,-5.5088262995238444e-06,2.270363789736397e-05,9.081455158945583e-05,0.00015892546528154772,0.00020878611465409766,0.0002270363789736396,0.00020878611465409766,9.081455158945585e-05,-4.540727579472792e-05,0.012965636542729543,0.0002270363789736396
138,0.050673,90,38880.33444,245563.6972,0.002016969,2.084448901,39.9613818,1,1,771.137436,2.5e-05,0.015,9.81,25.85330914,0.039264497,Unloaded,1409.121424966274,223.10753948551516,581207.7428781037,114136755.55630562,2.5169062462517494e-05,-1.2584531231258747e-05,-1.1298108721525082e-05,-7.526508760448713e-06,-1.5267596525133662e-06,6.292265615629376e-06,2.5169062462517494e-05,4.404585930940562e-05,5.7864633685483705e-05,6.292265615629373e-05,5.7864633685483705e-05,2.51690624625175e-05,-1.2584531231258747e-05,0.006855394552205331,6.292265615629373e-05
139,0.04445,90,2796.167964,105961.6415,0.001551992,1.20078373778554,39.96082201,1,1,799.3044686,2.5e-05,0.015,9.81,8.333707238,0.039350087,Unloaded,790.2102837649936,20.85245801224233,49391.24830618661,56144710.54500801,4.0336706997639606e-05,-2.0168353498819803e-05,-1.8106693557073015e-05,-1.2062212449808543e-05,-2.446831575509143e-06,1.0084176749409907e-05,4.0336706997639606e-05,7.058923724586931e-05,9.273562644508775e-05,0.00010084176749409901,9.273562644508775e-05,4.033670699763961e-05,-2.0168353498819803e-05,0.008396544971527165,0.00010084176749409901
140,0.050673,90,21520.19414,70848.75119,0.002016969,0.260507081,39.96026222,1,0,696.0479705,2.5e-05,0.015,9.81,0.919183351,0.039820833,Unloaded,406.5523298935482,123.48961584256378,290372.1556657661,32929216.060514413,4.924538056163778e-05,-2.462269028081889e-05,-2.2105696803241615e-05,-1.4726245316478278e-05,-2.987233244231626e-06,1.231134514040945e-05,4.924538056163778e-05,8.617941598286612e-05,0.00011321700643975384,0.00012311345140409444,0.00011321700643975384,4.924538056163779e-05,-2.462269028081889e-05,0.008638787347727304,0.00012311345140409444
141,0.050673,90,15456.35047,50885.37406,0.002016969,1.230045115,39.95970242,1,0,696.0479705,2.5e-05,0.015,9.81,3.061269672,0.040548349,Unloaded,291.9962177755038,88.69338117729129,208552.66339616195,23650268.706783697,5.9865712065517475e-05,-2.9932856032758737e-05,-2.687304402438515e-05,-1.7902129131056595e-05,-3.6314643776156173e-06,1.4966428016379375e-05,5.9865712065517475e-05,0.00010476499611465558,0.00013763355326209154,0.00014966428016379368,0.00013763355326209154,5.986571206551749e-05,-2.9932856032758737e-05,0.009426074807428915,0.00014966428016379368
142,0.050673,90,5590.650665,32224.57189,0.002016969,0.298424661,39.95914263,1,0,698.4540622,2.5e-05,0.015,9.81,0.468606322,0.040698132,Unloaded,184.9146888498832,32.08090496022002,75695.45708409083,14976977.60518065,7.940141344648643e-05,-3.9700706723243216e-05,-3.5642400391239595e-05,-2.3744048265086425e-05,-4.816503379224489e-06,1.9850353361621618e-05,7.940141344648643e-05,0.00013895247353135125,0.00018254687515805929,0.0001985035336162161,0.00018254687515805929,7.940141344648645e-05,-3.9700706723243216e-05,0.010875380737227278,0.0001985035336162161
143,0.0840486,90,39022.65961,280251.8348,0.015191143,2.19398938,39.95858284,1,0,729.0564309,2.5e-05,0.015,9.81,3.955246728,0.040933505,Unloaded,213.52144048510374,29.7310256592371,121453.56347234179,28684153.839148983,5.5484532832531345e-05,-2.7742266416265672e-05,-2.4906382001257326e-05,-1.659198959259451e-05,-3.3657012927444927e-06,1.3871133208132843e-05,5.5484532832531345e-05,9.709793245692985e-05,0.0001275610552576572,0.00013871133208132836,0.0001275610552576572,5.548453283253136e-05,-2.7742266416265672e-05,0.00746956610616272,0.00013871133208132836
144,0.0840486,90,35639.67063,255955.98,0.015191143,7.827644847,39.95802304,1,0,729.0564309,2.5e-05,0.015,9.81,12.72178891,0.041468444,Questionable,195.0106395891343,27.153555718066773,110924.3973182396,26197073.26979272,5.853485171045904e-05,-2.926742585522952e-05,-2.6275635797240812e-05,-1.7504151171559758e-05,-3.5507341598628188e-06,1.4633712927614767e-05,5.853485171045904e-05,0.00010243599049330332,0.00013457385459247784,0.0001463371292761476,0.00013457385459247784,5.8534851710459056e-05,-2.926742585522952e-05,0.007605896614491784,0.0001463371292761476
145,0.0840486,90,46963.20173,263035.1918,0.015191143,2.970092502,39.95746325,1,0,719.7809038,2.5e-05,0.015,9.81,4.922516195,0.041789407,Unloaded,200.4042296154542,35.78085578043864,144307.953769885,26921252.851593852,5.696415608904879e-05,-2.8482078044524395e-05,-2.5570568219712084e-05,-1.7034453328338613e-05,-3.4554554936542597e-06,1.4241039022262204e-05,5.696415608904879e-05,9.968727315583538e-05,0.0001309627655064362,0.00014241039022262197,0.0001309627655064362,5.69641560890488e-05,-2.8482078044524395e-05,0.007535724335352452,0.00014241039022262197
146,0.0840486,90,32272.45316,231773.3927,0.015191143,5.239517719,39.95690346,1,0,729.0564309,2.5e-05,0.015,9.81,7.632165308,0.041896395,Loaded,176.58613621830827,24.588101953476446,100444.31818460148,23721322.806381274,6.206654168823615e-05,-3.1033270844118074e-05,-2.7860971659435465e-05,-1.856026105235146e-05,-3.764967080587852e-06,1.5516635422059044e-05,6.206654168823615e-05,0.00010861644795441326,0.00014269334442882376,0.00015516635422059037,0.00014269334442882376,6.206654168823616e-05,-3.1033270844118074e-05,0.007763768507922798,0.00015516635422059037
147,0.0840486,90,41508.00799,232481.3139,0.015191143,2.942681737,39.95634366,1,0,719.7809038,2.5e-05,0.015,9.81,4.224055454,0.042645309,Questionable,177.1254952361781,31.62459101834931,127545.30094728565,23793443.099147193,6.127085121797249e-05,-3.0635425608986247e-05,-2.7503795167259482e-05,-1.8322319281418847e-05,-3.7167003599780915e-06,1.531771280449313e-05,6.127085121797249e-05,0.00010722398963145186,0.00014086402171736384,0.00015317712804493124,0.00014086402171736384,6.12708512179725e-05,-3.0635425608986247e-05,0.0077282348484863615,0.00015317712804493124
148,0.0681736,90,6921.960107,333204.3386,0.01317197,2.289072197,39.95578387,1,0,701.9203355,2.5e-05,0.015,9.81,5.404238262,0.042859284,Unloaded,292.78133908264294,6.082215969093309,19403.256767988005,31900630.553206496,5.315836063470918e-05,-2.657918031735459e-05,-2.3862189495671443e-05,-1.589637546508006e-05,-3.2245952876351552e-06,1.32895901586773e-05,5.315836063470918e-05,9.302713111074105e-05,0.00012221309673449843,0.00013289590158677294,0.00012221309673449843,5.315836063470919e-05,-2.657918031735459e-05,0.007918166359577906,0.00013289590158677294
149,0.0840486,90,33883.88179,189779.5086,0.015191143,1.773845815,39.95522408,1,0,719.7809038,2.5e-05,0.015,9.81,2.030675749,0.043650993,Loaded,144.59136040891724,25.815835440260155,104117.97890202251,19422556.327691156,6.906671300614418e-05,-3.453335650307209e-05,-3.100326973815046e-05,-2.0653579022670753e-05,-4.189598675220332e-06,1.726667825153605e-05,6.906671300614418e-05,0.00012086674776075232,0.0001587870050349591,0.00017266678251536043,0.0001587870050349591,6.906671300614419e-05,-3.453335650307209e-05,0.008076829026540123,0.00017266678251536043
150,0.0427736,90,17506.18576,116778.677,0.009117786,1.06173186,39.95466428,1,0,719.7809038,2.5e-05,0.015,9.81,1.244885153,0.043693789,Loaded,148.23734704872433,22.22212651034363,45611.093131014866,10133533.672125991,0.0001017400286721883,-5.087001433609415e-05,-4.566995322059719e-05,-3.042414544562006e-05,-6.171567616138899e-06,2.5435007168047087e-05,0.0001017400286721883,0.00017804505017632953,0.00023390420278999668,0.0002543500716804708,0.00023390420278999668,0.00010174002867218833,-5.087001433609415e-05,0.013927543538893215,0.0002543500716804708
151,0.04445,90,2459.751472,101884.0155,0.001551992,0.277364427,39.95410449,1,1,819.285892,2.5e-05,0.015,9.81,1.617772959,0.045020436,Unloaded,759.8013362162949,18.34362776156578,44534.9748669023,53975069.558355235,4.185558852916164e-05,-2.092779426458082e-05,-1.8788502373106924e-05,-1.2516415905742153e-05,-2.538967190124468e-06,1.0463897132290415e-05,4.185558852916164e-05,7.324727992603287e-05,9.622759296406543e-05,0.0001046389713229041,9.622759296406543e-05,4.185558852916165e-05,-2.092779426458082e-05,0.008524768765926836,0.0001046389713229041
152,0.050546,90,2919.716762,67535.6801,0.002006872,0.520689864,39.9535447,1,0,751.524695,2.5e-05,0.015,9.81,1.524236735,0.045983326,Unloaded,389.4906907253677,16.8385436656588,42642.56473795122,31462931.340751022,5.457479826808112e-05,-2.728739913404056e-05,-2.449801239940209e-05,-1.6319944291772736e-05,-3.310516637790901e-06,1.3643699567020287e-05,5.457479826808112e-05,9.550589696914196e-05,0.00012546954082793497,0.0001364369956702028,0.00012546954082793497,5.4574798268081136e-05,-2.728739913404056e-05,0.009043647963371856,0.0001364369956702028
153,0.0427736,90,2982.59612,212489.6199,0.009117786,1.565482612,39.9529849,1,0,701.9203355,2.5e-05,0.015,9.81,3.144365631,0.046411277,Unloaded,269.73158404053356,3.7860690624763516,7578.109932711499,18438128.149541512,7.403891668830893e-05,-3.7019458344154466e-05,-3.323523598124451e-05,-2.2140457392823803e-05,-4.491213404704706e-06,1.850972917207724e-05,7.403891668830893e-05,0.00012956810420454063,0.00017021829076944168,0.00018509729172077233,0.00017021829076944168,7.403891668830894e-05,-3.7019458344154466e-05,0.011489719241560637,0.00018509729172077233
